full_name,year,GEOID,year,name,parent-location,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate,low-flag,imputed,subbed,full_name
Delta County-Texas,2012,48119,2012,Delta County,Texas,5223,16.02,22.41,593.0,42432.0,73600.0,29.9,81.24,8.16,6.84,0.44,0.75,0.0,2.51,0.08,474,1.0,1.0,0.21,0.21,0,0,0,Delta County-Texas
Delta County-Texas,2013,48119,2013,Delta County,Texas,5223,16.02,22.41,593.0,42432.0,73600.0,29.9,81.24,8.16,6.84,0.44,0.75,0.0,2.51,0.08,487,0.0,0.0,0.0,0.0,0,0,0,Delta County-Texas
Delta County-Texas,2014,48119,2014,Delta County,Texas,5223,16.02,22.41,593.0,42432.0,73600.0,29.9,81.24,8.16,6.84,0.44,0.75,0.0,2.51,0.08,499,0.0,0.0,0.0,0.0,0,0,0,Delta County-Texas
Delta County-Texas,2015,48119,2015,Delta County,Texas,5223,16.02,22.41,593.0,42432.0,73600.0,29.9,81.24,8.16,6.84,0.44,0.75,0.0,2.51,0.08,512,0.0,0.0,0.0,0.0,0,0,0,Delta County-Texas
Delta County-Texas,2016,48119,2016,Delta County,Texas,5223,16.02,22.41,593.0,42432.0,73600.0,29.9,81.24,8.16,6.84,0.44,0.75,0.0,2.51,0.08,525,0.0,0.0,0.0,0.0,0,0,0,Delta County-Texas
Denver County-Colorado,2000,8031,2000,Denver County,Colorado,554636,14.29,47.52,631.0,39500.0,165800.0,26.2,51.93,10.8,31.68,0.69,2.73,0.09,1.91,0.18,113695,10182.0,4944.0,4.35,8.96,0,0,0,Denver County-Colorado
Denver County-Colorado,2001,8031,2001,Denver County,Colorado,554636,14.29,47.52,631.0,39500.0,165800.0,26.2,51.93,10.8,31.68,0.69,2.73,0.09,1.91,0.18,115484,10834.0,5433.0,4.7,9.38,0,0,0,Denver County-Colorado
Denver County-Colorado,2002,8031,2002,Denver County,Colorado,554636,14.29,47.52,631.0,39500.0,165800.0,26.2,51.93,10.8,31.68,0.69,2.73,0.09,1.91,0.18,117272,10890.0,5809.0,4.95,9.29,0,0,0,Denver County-Colorado
Denver County-Colorado,2003,8031,2003,Denver County,Colorado,554636,14.29,47.52,631.0,39500.0,165800.0,26.2,51.93,10.8,31.68,0.69,2.73,0.09,1.91,0.18,119060,11722.0,6745.0,5.67,9.85,0,0,0,Denver County-Colorado
Denver County-Colorado,2004,8031,2004,Denver County,Colorado,554636,14.29,47.52,631.0,39500.0,165800.0,26.2,51.93,10.8,31.68,0.69,2.73,0.09,1.91,0.18,120848,12607.0,7468.0,6.18,10.43,0,0,0,Denver County-Colorado
Denver County-Colorado,2005,8031,2005,Denver County,Colorado,582447,13.84,46.19,779.0,45438.0,236700.0,30.2,50.83,9.67,33.79,0.66,3.04,0.06,1.68,0.27,122637,12262.0,7497.0,6.11,10.0,0,0,0,Denver County-Colorado
Denver County-Colorado,2006,8031,2006,Denver County,Colorado,582447,13.84,46.19,779.0,45438.0,236700.0,30.2,50.83,9.67,33.79,0.66,3.04,0.06,1.68,0.27,124424,12927.0,7879.0,6.33,10.39,0,0,0,Denver County-Colorado
Denver County-Colorado,2007,8031,2007,Denver County,Colorado,582447,13.84,46.19,779.0,45438.0,236700.0,30.2,50.83,9.67,33.79,0.66,3.04,0.06,1.68,0.27,126213,12636.0,7479.0,5.93,10.01,0,0,0,Denver County-Colorado
Denver County-Colorado,2008,8031,2008,Denver County,Colorado,582447,13.84,46.19,779.0,45438.0,236700.0,30.2,50.83,9.67,33.79,0.66,3.04,0.06,1.68,0.27,128001,12215.0,7399.0,5.78,9.54,0,0,0,Denver County-Colorado
Denver County-Colorado,2009,8031,2009,Denver County,Colorado,582447,13.84,46.19,779.0,45438.0,236700.0,30.2,50.83,9.67,33.79,0.66,3.04,0.06,1.68,0.27,129791,8339.0,4712.0,3.63,6.42,0,0,0,Denver County-Colorado
Denver County-Colorado,2010,8031,2010,Denver County,Colorado,600158,14.25,50.01,863.0,49091.0,246300.0,30.1,52.15,9.73,31.82,0.59,3.32,0.08,2.11,0.2,131578,9380.0,5551.0,4.22,7.13,0,0,0,Denver County-Colorado
Denver County-Colorado,2011,8031,2011,Denver County,Colorado,649654,12.84,50.59,962.0,53637.0,271300.0,29.5,53.1,9.38,30.94,0.56,3.46,0.1,2.22,0.23,135585,8502.0,4982.0,3.67,6.27,0,0,0,Denver County-Colorado
Denver County-Colorado,2012,8031,2012,Denver County,Colorado,649654,12.84,50.59,962.0,53637.0,271300.0,29.5,53.1,9.38,30.94,0.56,3.46,0.1,2.22,0.23,139590,7628.0,4368.0,3.13,5.46,0,0,0,Denver County-Colorado
Denver County-Colorado,2013,8031,2013,Denver County,Colorado,649654,12.84,50.59,962.0,53637.0,271300.0,29.5,53.1,9.38,30.94,0.56,3.46,0.1,2.22,0.23,143596,7268.0,3969.0,2.76,5.06,0,0,0,Denver County-Colorado
Denver County-Colorado,2014,8031,2014,Denver County,Colorado,649654,12.84,50.59,962.0,53637.0,271300.0,29.5,53.1,9.38,30.94,0.56,3.46,0.1,2.22,0.23,147602,7257.0,3729.0,2.53,4.92,0,0,0,Denver County-Colorado
Denver County-Colorado,2015,8031,2015,Denver County,Colorado,649654,12.84,50.59,962.0,53637.0,271300.0,29.5,53.1,9.38,30.94,0.56,3.46,0.1,2.22,0.23,151607,7039.0,3375.0,2.23,4.64,0,0,0,Denver County-Colorado
Denver County-Colorado,2016,8031,2016,Denver County,Colorado,649654,12.84,50.59,962.0,53637.0,271300.0,29.5,53.1,9.38,30.94,0.56,3.46,0.1,2.22,0.23,155614,7599.0,3567.0,2.29,4.88,0,0,0,Denver County-Colorado
Des Moines County-Iowa,2001,19057,2001,Des Moines County,Iowa,42351,10.67,25.81,439.0,36790.0,70100.0,23.1,92.81,3.51,1.75,0.22,0.58,0.03,1.01,0.09,4477,196.0,175.0,3.91,4.38,0,0,1,Des Moines County-Iowa
Des Moines County-Iowa,2002,19057,2002,Des Moines County,Iowa,42351,10.67,25.81,439.0,36790.0,70100.0,23.1,92.81,3.51,1.75,0.22,0.58,0.03,1.01,0.09,4497,182.0,161.0,3.58,4.05,0,0,1,Des Moines County-Iowa
Des Moines County-Iowa,2003,19057,2003,Des Moines County,Iowa,42351,10.67,25.81,439.0,36790.0,70100.0,23.1,92.81,3.51,1.75,0.22,0.58,0.03,1.01,0.09,4517,173.0,160.0,3.54,3.83,0,0,1,Des Moines County-Iowa
Des Moines County-Iowa,2004,19057,2004,Des Moines County,Iowa,42351,10.67,25.81,439.0,36790.0,70100.0,23.1,92.81,3.51,1.75,0.22,0.58,0.03,1.01,0.09,4537,185.0,175.0,3.86,4.08,0,0,1,Des Moines County-Iowa
Des Moines County-Iowa,2005,19057,2005,Des Moines County,Iowa,40700,7.84,24.77,567.0,42193.0,89000.0,28.1,91.12,3.57,2.41,0.26,0.96,0.0,1.63,0.05,4558,258.0,184.0,4.04,5.66,0,0,0,Des Moines County-Iowa
Des Moines County-Iowa,2006,19057,2006,Des Moines County,Iowa,40700,7.84,24.77,567.0,42193.0,89000.0,28.1,91.12,3.57,2.41,0.26,0.96,0.0,1.63,0.05,4578,249.0,196.0,4.28,5.44,0,0,0,Des Moines County-Iowa
Des Moines County-Iowa,2007,19057,2007,Des Moines County,Iowa,40700,7.84,24.77,567.0,42193.0,89000.0,28.1,91.12,3.57,2.41,0.26,0.96,0.0,1.63,0.05,4598,247.0,227.0,4.94,5.37,0,0,1,Des Moines County-Iowa
Des Moines County-Iowa,2008,19057,2008,Des Moines County,Iowa,40700,7.84,24.77,567.0,42193.0,89000.0,28.1,91.12,3.57,2.41,0.26,0.96,0.0,1.63,0.05,4618,205.0,196.0,4.24,4.44,0,0,1,Des Moines County-Iowa
Des Moines County-Iowa,2009,19057,2009,Des Moines County,Iowa,40700,7.84,24.77,567.0,42193.0,89000.0,28.1,91.12,3.57,2.41,0.26,0.96,0.0,1.63,0.05,4638,193.0,182.0,3.92,4.16,0,0,0,Des Moines County-Iowa
Des Moines County-Iowa,2010,19057,2010,Des Moines County,Iowa,40325,11.21,27.4,614.0,43427.0,94500.0,27.8,89.42,4.97,2.58,0.22,0.71,0.04,1.99,0.06,4658,189.0,158.0,3.39,4.06,0,0,0,Des Moines County-Iowa
Des Moines County-Iowa,2011,19057,2011,Des Moines County,Iowa,40208,12.64,26.31,637.0,44423.0,98200.0,28.7,88.41,5.44,2.88,0.11,0.63,0.0,2.51,0.02,4724,183.0,128.0,2.71,3.87,0,0,0,Des Moines County-Iowa
Des Moines County-Iowa,2012,19057,2012,Des Moines County,Iowa,40208,12.64,26.31,637.0,44423.0,98200.0,28.7,88.41,5.44,2.88,0.11,0.63,0.0,2.51,0.02,4791,159.0,109.0,2.28,3.32,0,0,0,Des Moines County-Iowa
Des Moines County-Iowa,2013,19057,2013,Des Moines County,Iowa,40208,12.64,26.31,637.0,44423.0,98200.0,28.7,88.41,5.44,2.88,0.11,0.63,0.0,2.51,0.02,4857,145.0,105.0,2.16,2.99,0,0,0,Des Moines County-Iowa
Des Moines County-Iowa,2014,19057,2014,Des Moines County,Iowa,40208,12.64,26.31,637.0,44423.0,98200.0,28.7,88.41,5.44,2.88,0.11,0.63,0.0,2.51,0.02,4923,127.0,88.0,1.79,2.58,0,0,1,Des Moines County-Iowa
Des Moines County-Iowa,2015,19057,2015,Des Moines County,Iowa,40208,12.64,26.31,637.0,44423.0,98200.0,28.7,88.41,5.44,2.88,0.11,0.63,0.0,2.51,0.02,4990,171.0,102.0,2.04,3.43,0,0,0,Des Moines County-Iowa
Des Moines County-Iowa,2016,19057,2016,Des Moines County,Iowa,40208,12.64,26.31,637.0,44423.0,98200.0,28.7,88.41,5.44,2.88,0.11,0.63,0.0,2.51,0.02,5056,158.0,101.0,2.0,3.13,0,0,0,Des Moines County-Iowa
Deschutes County-Oregon,2001,41017,2001,Deschutes County,Oregon,115367,9.29,27.69,644.0,41847.0,148800.0,27.4,92.9,0.18,3.73,0.76,0.72,0.07,1.57,0.07,13555,666.0,388.0,2.86,4.91,0,0,0,Deschutes County-Oregon
Deschutes County-Oregon,2002,41017,2002,Deschutes County,Oregon,115367,9.29,27.69,644.0,41847.0,148800.0,27.4,92.9,0.18,3.73,0.76,0.72,0.07,1.57,0.07,14485,685.0,418.0,2.89,4.73,0,0,0,Deschutes County-Oregon
Deschutes County-Oregon,2003,41017,2003,Deschutes County,Oregon,115367,9.29,27.69,644.0,41847.0,148800.0,27.4,92.9,0.18,3.73,0.76,0.72,0.07,1.57,0.07,15416,730.0,442.0,2.87,4.74,0,0,0,Deschutes County-Oregon
Deschutes County-Oregon,2004,41017,2004,Deschutes County,Oregon,115367,9.29,27.69,644.0,41847.0,148800.0,27.4,92.9,0.18,3.73,0.76,0.72,0.07,1.57,0.07,16346,794.0,440.0,2.69,4.86,0,0,0,Deschutes County-Oregon
Deschutes County-Oregon,2005,41017,2005,Deschutes County,Oregon,151879,5.95,30.85,858.0,53913.0,308300.0,28.0,89.53,0.37,6.2,0.83,1.18,0.1,1.59,0.2,17277,936.0,481.0,2.78,5.42,0,0,0,Deschutes County-Oregon
Deschutes County-Oregon,2006,41017,2006,Deschutes County,Oregon,151879,5.95,30.85,858.0,53913.0,308300.0,28.0,89.53,0.37,6.2,0.83,1.18,0.1,1.59,0.2,18208,1037.0,472.0,2.59,5.7,0,0,0,Deschutes County-Oregon
Deschutes County-Oregon,2007,41017,2007,Deschutes County,Oregon,151879,5.95,30.85,858.0,53913.0,308300.0,28.0,89.53,0.37,6.2,0.83,1.18,0.1,1.59,0.2,19138,852.0,391.0,2.04,4.45,0,0,0,Deschutes County-Oregon
Deschutes County-Oregon,2008,41017,2008,Deschutes County,Oregon,151879,5.95,30.85,858.0,53913.0,308300.0,28.0,89.53,0.37,6.2,0.83,1.18,0.1,1.59,0.2,20069,814.0,391.0,1.95,4.06,0,0,0,Deschutes County-Oregon
Deschutes County-Oregon,2009,41017,2009,Deschutes County,Oregon,151879,5.95,30.85,858.0,53913.0,308300.0,28.0,89.53,0.37,6.2,0.83,1.18,0.1,1.59,0.2,20999,840.0,329.0,1.57,4.0,0,0,0,Deschutes County-Oregon
Deschutes County-Oregon,2010,41017,2010,Deschutes County,Oregon,157733,9.69,34.22,905.0,51468.0,271600.0,31.4,88.42,0.33,7.43,0.76,0.9,0.12,1.96,0.09,21930,970.0,386.0,1.76,4.42,0,0,0,Deschutes County-Oregon
Deschutes County-Oregon,2011,41017,2011,Deschutes County,Oregon,166622,10.48,35.3,939.0,51223.0,253400.0,32.3,87.89,0.44,7.7,0.53,1.18,0.1,2.14,0.02,22666,1002.0,444.0,1.96,4.42,0,0,0,Deschutes County-Oregon
Deschutes County-Oregon,2012,41017,2012,Deschutes County,Oregon,166622,10.48,35.3,939.0,51223.0,253400.0,32.3,87.89,0.44,7.7,0.53,1.18,0.1,2.14,0.02,23403,889.0,383.0,1.64,3.8,0,0,0,Deschutes County-Oregon
Deschutes County-Oregon,2013,41017,2013,Deschutes County,Oregon,166622,10.48,35.3,939.0,51223.0,253400.0,32.3,87.89,0.44,7.7,0.53,1.18,0.1,2.14,0.02,24139,777.0,325.0,1.35,3.22,0,0,0,Deschutes County-Oregon
Deschutes County-Oregon,2014,41017,2014,Deschutes County,Oregon,166622,10.48,35.3,939.0,51223.0,253400.0,32.3,87.89,0.44,7.7,0.53,1.18,0.1,2.14,0.02,24875,630.0,236.0,0.95,2.53,0,0,1,Deschutes County-Oregon
Deschutes County-Oregon,2015,41017,2015,Deschutes County,Oregon,166622,10.48,35.3,939.0,51223.0,253400.0,32.3,87.89,0.44,7.7,0.53,1.18,0.1,2.14,0.02,25612,560.0,185.0,0.72,2.19,0,0,1,Deschutes County-Oregon
Deschutes County-Oregon,2016,41017,2016,Deschutes County,Oregon,166622,10.48,35.3,939.0,51223.0,253400.0,32.3,87.89,0.44,7.7,0.53,1.18,0.1,2.14,0.02,26348,502.0,186.0,0.71,1.91,0,0,1,Deschutes County-Oregon
Dickson County-Tennessee,2000,47043,2000,Dickson County,Tennessee,43156,10.2,23.88,506.0,39056.0,96200.0,25.8,92.73,4.54,1.12,0.38,0.27,0.01,0.92,0.03,3934,85.0,77.0,1.96,2.16,0,0,0,Dickson County-Tennessee
Dickson County-Tennessee,2001,47043,2001,Dickson County,Tennessee,43156,10.2,23.88,506.0,39056.0,96200.0,25.8,92.73,4.54,1.12,0.38,0.27,0.01,0.92,0.03,4053,120.0,110.0,2.71,2.96,0,0,0,Dickson County-Tennessee
Dickson County-Tennessee,2002,47043,2002,Dickson County,Tennessee,43156,10.2,23.88,506.0,39056.0,96200.0,25.8,92.73,4.54,1.12,0.38,0.27,0.01,0.92,0.03,4172,124.0,117.0,2.8,2.97,0,0,0,Dickson County-Tennessee
Dickson County-Tennessee,2003,47043,2003,Dickson County,Tennessee,43156,10.2,23.88,506.0,39056.0,96200.0,25.8,92.73,4.54,1.12,0.38,0.27,0.01,0.92,0.03,4291,124.0,119.0,2.77,2.89,0,0,0,Dickson County-Tennessee
Dickson County-Tennessee,2004,47043,2004,Dickson County,Tennessee,43156,10.2,23.88,506.0,39056.0,96200.0,25.8,92.73,4.54,1.12,0.38,0.27,0.01,0.92,0.03,4410,151.0,143.0,3.24,3.42,0,0,0,Dickson County-Tennessee
Dickson County-Tennessee,2005,47043,2005,Dickson County,Tennessee,47140,10.04,25.1,666.0,44988.0,123200.0,28.7,91.07,4.37,2.19,0.1,0.5,0.03,1.48,0.25,4528,173.0,163.0,3.6,3.82,0,0,0,Dickson County-Tennessee
Dickson County-Tennessee,2006,47043,2006,Dickson County,Tennessee,47140,10.04,25.1,666.0,44988.0,123200.0,28.7,91.07,4.37,2.19,0.1,0.5,0.03,1.48,0.25,4647,103.0,85.0,1.83,2.22,0,0,0,Dickson County-Tennessee
Dickson County-Tennessee,2007,47043,2007,Dickson County,Tennessee,47140,10.04,25.1,666.0,44988.0,123200.0,28.7,91.07,4.37,2.19,0.1,0.5,0.03,1.48,0.25,4766,124.0,119.0,2.5,2.6,0,0,0,Dickson County-Tennessee
Dickson County-Tennessee,2011,47043,2011,Dickson County,Tennessee,50472,12.34,27.85,722.0,44680.0,140300.0,29.7,90.06,3.91,3.15,0.18,0.49,0.0,2.12,0.09,5257,132.0,88.0,1.67,2.51,0,0,0,Dickson County-Tennessee
Dickson County-Tennessee,2012,47043,2012,Dickson County,Tennessee,50472,12.34,27.85,722.0,44680.0,140300.0,29.7,90.06,3.91,3.15,0.18,0.49,0.0,2.12,0.09,5391,160.0,98.0,1.82,2.97,0,0,0,Dickson County-Tennessee
Dickson County-Tennessee,2013,47043,2013,Dickson County,Tennessee,50472,12.34,27.85,722.0,44680.0,140300.0,29.7,90.06,3.91,3.15,0.18,0.49,0.0,2.12,0.09,5525,129.0,60.0,1.09,2.34,0,0,0,Dickson County-Tennessee
Dickson County-Tennessee,2014,47043,2014,Dickson County,Tennessee,50472,12.34,27.85,722.0,44680.0,140300.0,29.7,90.06,3.91,3.15,0.18,0.49,0.0,2.12,0.09,5658,74.0,36.0,0.64,1.31,0,0,1,Dickson County-Tennessee
Dickson County-Tennessee,2015,47043,2015,Dickson County,Tennessee,50472,12.34,27.85,722.0,44680.0,140300.0,29.7,90.06,3.91,3.15,0.18,0.49,0.0,2.12,0.09,5792,66.0,31.0,0.54,1.14,0,0,1,Dickson County-Tennessee
Dickson County-Tennessee,2016,47043,2016,Dickson County,Tennessee,50472,12.34,27.85,722.0,44680.0,140300.0,29.7,90.06,3.91,3.15,0.18,0.49,0.0,2.12,0.09,5926,65.0,42.0,0.71,1.1,1,0,1,Dickson County-Tennessee
Dodge County-Minnesota,2002,27039,2002,Dodge County,Minnesota,17731,5.83,15.95,386.0,47437.0,97100.0,20.2,95.73,0.2,2.99,0.17,0.41,0.01,0.48,0.02,1076,1.0,1.0,0.09,0.09,0,0,1,Dodge County-Minnesota
Dodge County-Minnesota,2003,27039,2003,Dodge County,Minnesota,17731,5.83,15.95,386.0,47437.0,97100.0,20.2,95.73,0.2,2.99,0.17,0.41,0.01,0.48,0.02,1102,2.0,2.0,0.18,0.18,0,0,1,Dodge County-Minnesota
Dodge County-Minnesota,2004,27039,2004,Dodge County,Minnesota,17731,5.83,15.95,386.0,47437.0,97100.0,20.2,95.73,0.2,2.99,0.17,0.41,0.01,0.48,0.02,1128,2.0,2.0,0.18,0.18,0,0,1,Dodge County-Minnesota
Dodge County-Minnesota,2005,27039,2005,Dodge County,Minnesota,19504,4.42,12.44,603.0,62269.0,161000.0,25.7,93.98,0.19,4.29,0.1,0.51,0.0,0.94,0.0,1154,7.0,7.0,0.61,0.61,0,0,1,Dodge County-Minnesota
Dodge County-Minnesota,2006,27039,2006,Dodge County,Minnesota,19504,4.42,12.44,603.0,62269.0,161000.0,25.7,93.98,0.19,4.29,0.1,0.51,0.0,0.94,0.0,1180,10.0,10.0,0.85,0.85,0,0,0,Dodge County-Minnesota
Dodge County-Minnesota,2007,27039,2007,Dodge County,Minnesota,19504,4.42,12.44,603.0,62269.0,161000.0,25.7,93.98,0.19,4.29,0.1,0.51,0.0,0.94,0.0,1206,22.0,22.0,1.82,1.82,0,0,0,Dodge County-Minnesota
Dodge County-Minnesota,2008,27039,2008,Dodge County,Minnesota,19504,4.42,12.44,603.0,62269.0,161000.0,25.7,93.98,0.19,4.29,0.1,0.51,0.0,0.94,0.0,1232,24.0,24.0,1.95,1.95,0,0,0,Dodge County-Minnesota
Dodge County-Minnesota,2009,27039,2009,Dodge County,Minnesota,19504,4.42,12.44,603.0,62269.0,161000.0,25.7,93.98,0.19,4.29,0.1,0.51,0.0,0.94,0.0,1258,16.0,15.0,1.19,1.27,0,0,0,Dodge County-Minnesota
Dodge County-Minnesota,2010,27039,2010,Dodge County,Minnesota,20087,4.73,17.21,659.0,66959.0,160400.0,28.5,93.49,0.29,4.56,0.19,0.45,0.02,0.96,0.04,1284,31.0,30.0,2.34,2.41,0,0,0,Dodge County-Minnesota
Dodge County-Minnesota,2011,27039,2011,Dodge County,Minnesota,20290,3.99,17.14,635.0,68116.0,158700.0,25.8,93.04,0.54,4.84,0.15,0.44,0.0,0.99,0.0,1309,30.0,26.0,1.99,2.29,0,0,0,Dodge County-Minnesota
Dodge County-Minnesota,2012,27039,2012,Dodge County,Minnesota,20290,3.99,17.14,635.0,68116.0,158700.0,25.8,93.04,0.54,4.84,0.15,0.44,0.0,0.99,0.0,1334,31.0,29.0,2.17,2.32,0,0,0,Dodge County-Minnesota
Dodge County-Minnesota,2013,27039,2013,Dodge County,Minnesota,20290,3.99,17.14,635.0,68116.0,158700.0,25.8,93.04,0.54,4.84,0.15,0.44,0.0,0.99,0.0,1359,40.0,32.0,2.35,2.94,0,0,0,Dodge County-Minnesota
Dodge County-Minnesota,2014,27039,2014,Dodge County,Minnesota,20290,3.99,17.14,635.0,68116.0,158700.0,25.8,93.04,0.54,4.84,0.15,0.44,0.0,0.99,0.0,1384,45.0,27.0,1.95,3.25,0,0,0,Dodge County-Minnesota
Dodge County-Minnesota,2015,27039,2015,Dodge County,Minnesota,20290,3.99,17.14,635.0,68116.0,158700.0,25.8,93.04,0.54,4.84,0.15,0.44,0.0,0.99,0.0,1409,32.0,10.0,0.71,2.27,0,0,0,Dodge County-Minnesota
Dodge County-Minnesota,2016,27039,2016,Dodge County,Minnesota,20290,3.99,17.14,635.0,68116.0,158700.0,25.8,93.04,0.54,4.84,0.15,0.44,0.0,0.99,0.0,1434,20.0,4.0,0.28,1.39,0,0,0,Dodge County-Minnesota
Dodge County-Wisconsin,2001,55027,2001,Dodge County,Wisconsin,85897,5.35,26.58,528.0,45190.0,105800.0,20.8,93.79,2.44,2.55,0.37,0.34,0.03,0.44,0.03,8439,200.0,70.0,0.83,2.37,0,0,1,Dodge County-Wisconsin
Dodge County-Wisconsin,2002,55027,2002,Dodge County,Wisconsin,85897,5.35,26.58,528.0,45190.0,105800.0,20.8,93.79,2.44,2.55,0.37,0.34,0.03,0.44,0.03,8526,182.0,123.0,1.44,2.13,0,0,1,Dodge County-Wisconsin
Dodge County-Wisconsin,2003,55027,2003,Dodge County,Wisconsin,85897,5.35,26.58,528.0,45190.0,105800.0,20.8,93.79,2.44,2.55,0.37,0.34,0.03,0.44,0.03,8613,191.0,125.0,1.45,2.22,0,0,1,Dodge County-Wisconsin
Dodge County-Wisconsin,2004,55027,2004,Dodge County,Wisconsin,85897,5.35,26.58,528.0,45190.0,105800.0,20.8,93.79,2.44,2.55,0.37,0.34,0.03,0.44,0.03,8700,171.0,129.0,1.48,1.97,0,0,1,Dodge County-Wisconsin
Dodge County-Wisconsin,2005,55027,2005,Dodge County,Wisconsin,87597,5.57,26.36,682.0,52658.0,153700.0,25.0,92.19,2.78,3.47,0.38,0.37,0.0,0.76,0.05,8787,191.0,149.0,1.7,2.17,0,0,1,Dodge County-Wisconsin
Dodge County-Wisconsin,2006,55027,2006,Dodge County,Wisconsin,87597,5.57,26.36,682.0,52658.0,153700.0,25.0,92.19,2.78,3.47,0.38,0.37,0.0,0.76,0.05,8874,208.0,163.0,1.84,2.34,0,0,1,Dodge County-Wisconsin
Dodge County-Wisconsin,2007,55027,2007,Dodge County,Wisconsin,87597,5.57,26.36,682.0,52658.0,153700.0,25.0,92.19,2.78,3.47,0.38,0.37,0.0,0.76,0.05,8962,228.0,145.0,1.62,2.54,0,0,1,Dodge County-Wisconsin
Dodge County-Wisconsin,2008,55027,2008,Dodge County,Wisconsin,87597,5.57,26.36,682.0,52658.0,153700.0,25.0,92.19,2.78,3.47,0.38,0.37,0.0,0.76,0.05,9049,248.0,158.0,1.75,2.74,0,0,1,Dodge County-Wisconsin
Dodge County-Wisconsin,2009,55027,2009,Dodge County,Wisconsin,87597,5.57,26.36,682.0,52658.0,153700.0,25.0,92.19,2.78,3.47,0.38,0.37,0.0,0.76,0.05,9136,272.0,174.0,1.9,2.98,0,0,1,Dodge County-Wisconsin
Dodge County-Wisconsin,2010,55027,2010,Dodge County,Wisconsin,88759,5.77,27.25,736.0,53782.0,156000.0,25.5,91.62,2.66,3.97,0.42,0.52,0.04,0.74,0.03,9223,272.0,174.0,1.89,2.95,0,0,1,Dodge County-Wisconsin
Dodge County-Wisconsin,2011,55027,2011,Dodge County,Wisconsin,88547,6.08,27.67,761.0,53783.0,153100.0,26.2,90.82,2.04,4.39,0.74,0.57,0.0,1.42,0.02,9317,256.0,166.0,1.78,2.75,0,0,1,Dodge County-Wisconsin
Dodge County-Wisconsin,2012,55027,2012,Dodge County,Wisconsin,88547,6.08,27.67,761.0,53783.0,153100.0,26.2,90.82,2.04,4.39,0.74,0.57,0.0,1.42,0.02,9411,264.0,158.0,1.68,2.81,0,0,1,Dodge County-Wisconsin
Dodge County-Wisconsin,2013,55027,2013,Dodge County,Wisconsin,88547,6.08,27.67,761.0,53783.0,153100.0,26.2,90.82,2.04,4.39,0.74,0.57,0.0,1.42,0.02,9506,273.0,185.0,1.95,2.87,0,0,1,Dodge County-Wisconsin
Dodge County-Wisconsin,2014,55027,2014,Dodge County,Wisconsin,88547,6.08,27.67,761.0,53783.0,153100.0,26.2,90.82,2.04,4.39,0.74,0.57,0.0,1.42,0.02,9600,326.0,209.0,2.18,3.4,0,0,0,Dodge County-Wisconsin
Dodge County-Wisconsin,2015,55027,2015,Dodge County,Wisconsin,88547,6.08,27.67,761.0,53783.0,153100.0,26.2,90.82,2.04,4.39,0.74,0.57,0.0,1.42,0.02,9694,278.0,187.0,1.93,2.87,0,0,0,Dodge County-Wisconsin
Dodge County-Wisconsin,2016,55027,2016,Dodge County,Wisconsin,88547,6.08,27.67,761.0,53783.0,153100.0,26.2,90.82,2.04,4.39,0.74,0.57,0.0,1.42,0.02,9788,313.0,214.0,2.19,3.2,0,0,1,Dodge County-Wisconsin
Dona Ana County-New Mexico,2001,35013,2001,Dona Ana County,New Mexico,174682,25.39,32.49,445.0,29808.0,90900.0,28.3,32.45,1.29,63.35,0.73,0.71,0.04,1.07,0.35,20115,535.0,343.0,1.71,2.66,0,0,1,Dona Ana County-New Mexico
Dona Ana County-New Mexico,2002,35013,2002,Dona Ana County,New Mexico,174682,25.39,32.49,445.0,29808.0,90900.0,28.3,32.45,1.29,63.35,0.73,0.71,0.04,1.07,0.35,20882,939.0,585.0,2.8,4.5,0,0,0,Dona Ana County-New Mexico
Dona Ana County-New Mexico,2003,35013,2003,Dona Ana County,New Mexico,174682,25.39,32.49,445.0,29808.0,90900.0,28.3,32.45,1.29,63.35,0.73,0.71,0.04,1.07,0.35,21649,909.0,610.0,2.82,4.2,0,0,0,Dona Ana County-New Mexico
Dona Ana County-New Mexico,2004,35013,2004,Dona Ana County,New Mexico,174682,25.39,32.49,445.0,29808.0,90900.0,28.3,32.45,1.29,63.35,0.73,0.71,0.04,1.07,0.35,22416,1059.0,644.0,2.87,4.72,0,0,0,Dona Ana County-New Mexico
Dooly County-Georgia,2005,13093,2005,Dooly County,Georgia,11641,22.78,33.93,505.0,30172.0,64300.0,34.5,45.09,49.45,5.24,0.08,0.0,0.0,0.15,0.0,1360,60.0,3.0,0.22,4.41,0,0,0,Dooly County-Georgia
Dooly County-Georgia,2006,13093,2006,Dooly County,Georgia,11641,22.78,33.93,505.0,30172.0,64300.0,34.5,45.09,49.45,5.24,0.08,0.0,0.0,0.15,0.0,1407,69.0,0.0,0.0,4.9,0,0,0,Dooly County-Georgia
